"","confCase","confCaseRate","createDt","criticalRate","death","deathRate","gubun","seq","updateDt"
"1960",659,5.71,"2020-06-02 10:16:33.678",0,0,"0.00","10-19",1156,"null"
"1961",3183,27.58,"2020-06-02 10:16:33.678",0,0,"0.00","20-29",1155,"null"
"1962",1299,11.26,"2020-06-02 10:16:33.677",0.15,2,"0.74","30-39",1154,"null"
"1963",1529,13.25,"2020-06-02 10:16:33.677",0.2,3,"1.10","40-49",1153,"null"
"1964",2061,17.86,"2020-06-02 10:16:33.677",0.73,15,"5.51","50-59",1152,"null"
"1965",1421,12.31,"2020-06-02 10:16:33.677",2.74,39,"14.34","60-69",1151,"null"
"1966",732,6.34,"2020-06-02 10:16:33.677",10.93,80,"29.41","70-79",1150,"null"
"1967",499,4.32,"2020-06-02 10:16:33.677",26.65,133,"48.90","80 이상",1149,"null"
"1968",6712,58.16,"2020-06-02 10:16:33.677",1.91,128,"47.06","여성",1148,"null"
"1969",4829,41.84,"2020-06-02 10:16:33.676",2.98,144,"52.94","남성",1147,"null"
"1970",157,1.37,"2020-05-31 10:25:24.833",0,0,"0.00","0-9",1124,"null"
"1971",655,5.71,"2020-05-31 10:25:24.833",0,0,"0.00","10-19",1123,"null"
"1972",3176,27.69,"2020-05-31 10:25:24.833",0,0,"0.00","20-29",1122,"null"
"1973",1292,11.27,"2020-05-31 10:25:24.833",0.15,2,"0.74","30-39",1121,"null"
"1974",1521,13.26,"2020-05-31 10:25:24.833",0.2,3,"1.11","40-49",1120,"null"
"1975",2039,17.78,"2020-05-31 10:25:24.833",0.74,15,"5.56","50-59",1119,"null"
"1976",1405,12.25,"2020-05-31 10:25:24.833",2.78,39,"14.44","60-69",1118,"null"
"1977",725,6.32,"2020-05-31 10:25:24.833",11.03,80,"29.63","70-79",1117,"null"
"1978",498,4.34,"2020-05-31 10:25:24.832",26.31,131,"48.52","80 이상",1116,"null"
"1979",6673,58.19,"2020-05-31 10:25:24.832",1.9,127,"47.04","여성",1115,"null"
"1980",4795,41.81,"2020-05-31 10:25:24.832",2.98,143,"52.96","남성",1114,"null"
"1981",157,1.37,"2020-05-30 10:13:15.478",0,0,"0.00","0-9",1102,"null"
"1982",655,5.73,"2020-05-30 10:13:15.478",0,0,"0.00","10-19",1101,"null"
"1983",3167,27.68,"2020-05-30 10:13:15.478",0,0,"0.00","20-29",1100,"null"
"1984",1285,11.23,"2020-05-30 10:13:15.478",0.16,2,"0.74","30-39",1099,"null"
"1985",1517,13.26,"2020-05-30 10:13:15.478",0.2,3,"1.12","40-49",1098,"null"
"1986",2033,17.77,"2020-05-30 10:13:15.478",0.74,15,"5.58","50-59",1097,"null"
"1987",1404,12.27,"2020-05-30 10:13:15.478",2.78,39,"14.50","60-69",1096,"null"
"1988",725,6.34,"2020-05-30 10:13:15.477",10.9,79,"29.37","70-79",1095,"null"
"1989",498,4.35,"2020-05-30 10:13:15.477",26.31,131,"48.70","80 이상",1094,"null"
"1990",6661,58.22,"2020-05-30 10:13:15.477",1.91,127,"47.21","여성",1093,"null"
"1991",4780,41.78,"2020-05-30 10:13:15.477",2.97,142,"52.79","남성",1092,"null"
"1992",156,1.37,"2020-05-29 10:11:45.183",0,0,"0.00","0-9",1080,"null"
"1993",650,5.7,"2020-05-29 10:11:45.183",0,0,"0.00","10-19",1079,"null"
"1994",3158,27.7,"2020-05-29 10:11:45.183",0,0,"0.00","20-29",1078,"null"
"1995",1283,11.25,"2020-05-29 10:11:45.182",0.16,2,"0.74","30-39",1077,"null"
"1996",1513,13.27,"2020-05-29 10:11:45.182",0.2,3,"1.12","40-49",1076,"null"
"1997",2023,17.74,"2020-05-29 10:11:45.182",0.74,15,"5.58","50-59",1075,"null"
"1998",1400,12.28,"2020-05-29 10:11:45.182",2.79,39,"14.50","60-69",1074,"null"
"1999",724,6.35,"2020-05-29 10:11:45.182",10.91,79,"29.37","70-79",1073,"null"
"2000",495,4.34,"2020-05-29 10:11:45.182",26.46,131,"48.70","80 이상",1072,"null"
"2001",6643,58.26,"2020-05-29 10:11:45.182",1.91,127,"47.21","여성",1071,"null"
"2002",4759,41.74,"2020-05-29 10:11:45.181",2.98,142,"52.79","남성",1070,"null"
"2003",155,1.37,"2020-05-28 10:12:20.032",0,0,"0.00","0-9",1058,"null"
"2004",644,5.68,"2020-05-28 10:12:20.032",0,0,"0.00","10-19",1057,"null"
"2005",3146,27.73,"2020-05-28 10:12:20.032",0,0,"0.00","20-29",1056,"null"
"2006",1274,11.23,"2020-05-28 10:12:20.032",0.16,2,"0.74","30-39",1055,"null"
"2007",1503,13.25,"2020-05-28 10:12:20.032",0.2,3,"1.12","40-49",1054,"null"
"2008",2014,17.75,"2020-05-28 10:12:20.032",0.74,15,"5.58","50-59",1053,"null"
"2009",1392,12.27,"2020-05-28 10:12:20.032",2.8,39,"14.50","60-69",1052,"null"
"2010",724,6.38,"2020-05-28 10:12:20.031",10.91,79,"29.37","70-79",1051,"null"
"2011",492,4.34,"2020-05-28 10:12:20.031",26.63,131,"48.70","80 이상",1050,"null"
"2012",6617,58.33,"2020-05-28 10:12:20.031",1.92,127,"47.21","여성",1049,"null"
"2013",4727,41.67,"2020-05-28 10:12:20.031",3,142,"52.79","남성",1048,"null"
"2014",153,1.36,"2020-05-27 10:17:24.168",0,0,"0.00","0-9",1036,"null"
"2015",640,5.68,"2020-05-27 10:17:24.168",0,0,"0.00","10-19",1035,"null"
"2016",3131,27.79,"2020-05-27 10:17:24.168",0,0,"0.00","20-29",1034,"null"
"2017",1248,11.08,"2020-05-27 10:17:24.168",0.16,2,"0.74","30-39",1033,"null"
"2018",1489,13.22,"2020-05-27 10:17:24.168",0.2,3,"1.12","40-49",1032,"null"
"2019",2002,17.77,"2020-05-27 10:17:24.167",0.75,15,"5.58","50-59",1031,"null"
"2020",1386,12.3,"2020-05-27 10:17:24.167",2.81,39,"14.50","60-69",1030,"null"
"2021",724,6.43,"2020-05-27 10:17:24.167",10.91,79,"29.37","70-79",1029,"null"
"2022",492,4.37,"2020-05-27 10:17:24.167",26.63,131,"48.70","80 이상",1028,"null"
"2023",6585,58.46,"2020-05-27 10:17:24.167",1.93,127,"47.21","여성",1027,"null"
"2024",4680,41.54,"2020-05-27 10:17:24.167",3.03,142,"52.79","남성",1026,"null"
"2025",150,1.34,"2020-05-26 10:14:51.886",0,0,"0.00","0-9",1014,"null"
"2026",638,5.68,"2020-05-26 10:14:51.886",0,0,"0.00","10-19",1013,"null"
"2027",3123,27.82,"2020-05-26 10:14:51.886",0,0,"0.00","20-29",1012,"null"
"2028",1242,11.06,"2020-05-26 10:14:51.885",0.16,2,"0.74","30-39",1011,"null"
"2029",1486,13.24,"2020-05-26 10:14:51.885",0.2,3,"1.12","40-49",1010,"null"
"2030",1996,17.78,"2020-05-26 10:14:51.885",0.75,15,"5.58","50-59",1009,"null"
"2031",1378,12.28,"2020-05-26 10:14:51.885",2.83,39,"14.50","60-69",1008,"null"
"2032",721,6.42,"2020-05-26 10:14:51.885",10.96,79,"29.37","70-79",1007,"null"
"2033",491,4.37,"2020-05-26 10:14:51.885",26.68,131,"48.70","80 이상",1006,"null"
"2034",6561,58.45,"2020-05-26 10:14:51.885",1.94,127,"47.21","여성",1005,"null"
"2035",4664,41.55,"2020-05-26 10:14:51.884",3.04,142,"52.79","남성",1004,"null"
"2036",149,1.33,"2020-05-25 10:28:41.226",0,0,"0.00","0-9",992,"null"
"2037",637,5.68,"2020-05-25 10:28:41.225",0,0,"0.00","10-19",991,"null"
"2038",3120,27.84,"2020-05-25 10:28:41.225",0,0,"0.00","20-29",990,"null"
"2039",1238,11.05,"2020-05-25 10:28:41.225",0.16,2,"0.75","30-39",989,"null"
"2040",1483,13.23,"2020-05-25 10:28:41.225",0.2,3,"1.12","40-49",988,"null"
"2041",1992,17.78,"2020-05-25 10:28:41.225",0.75,15,"5.62","50-59",987,"null"
"2042",1377,12.29,"2020-05-25 10:28:41.225",2.83,39,"14.61","60-69",986,"null"
"2043",719,6.42,"2020-05-25 10:28:41.225",10.99,79,"29.59","70-79",985,"null"
"2044",491,4.38,"2020-05-25 10:28:41.225",26.27,129,"48.31","80 이상",984,"null"
"2045",6555,58.5,"2020-05-25 10:28:41.224",1.92,126,"47.19","여성",983,"null"
"2046",4651,41.5,"2020-05-25 10:28:41.224",3.03,141,"52.81","남성",982,"null"
"2047",149,1.33,"2020-05-24 10:27:28.078",0,0,"0.00","0-9",970,"null"
"2048",636,5.68,"2020-05-24 10:27:28.078",0,0,"0.00","10-19",969,"null"
"2049",3117,27.86,"2020-05-24 10:27:28.078",0,0,"0.00","20-29",968,"null"
"2050",1235,11.04,"2020-05-24 10:27:28.077",0.16,2,"0.75","30-39",967,"null"
"2051",1481,13.24,"2020-05-24 10:27:28.077",0.2,3,"1.13","40-49",966,"null"
"2052",1987,17.76,"2020-05-24 10:27:28.077",0.75,15,"5.64","50-59",965,"null"
"2053",1375,12.29,"2020-05-24 10:27:28.077",2.84,39,"14.66","60-69",964,"null"
"2054",719,6.43,"2020-05-24 10:27:28.077",10.85,78,"29.32","70-79",963,"null"
"2055",491,4.39,"2020-05-24 10:27:28.077",26.27,129,"48.50","80 이상",962,"null"
"2056",6547,58.51,"2020-05-24 10:27:28.077",1.92,126,"47.37","여성",961,"null"
"2057",4643,41.49,"2020-05-24 10:27:28.076",3.02,140,"52.63","남성",960,"null"
"2058",149,1.33,"2020-05-23 10:35:40.257",0,0,"0.00","0-9",948,"null"
"2059",634,5.68,"2020-05-23 10:35:40.257",0,0,"0.00","10-19",947,"null"
"2060",3113,27.88,"2020-05-23 10:35:40.256",0,0,"0.00","20-29",946,"null"
"2061",1231,11.03,"2020-05-23 10:35:40.256",0.16,2,"0.75","30-39",945,"null"
"2062",1474,13.2,"2020-05-23 10:35:40.256",0.2,3,"1.13","40-49",944,"null"
"2063",1983,17.76,"2020-05-23 10:35:40.256",0.76,15,"5.64","50-59",943,"null"
"2064",1372,12.29,"2020-05-23 10:35:40.255",2.84,39,"14.66","60-69",942,"null"
"2065",718,6.43,"2020-05-23 10:35:40.255",10.86,78,"29.32","70-79",941,"null"
"2066",491,4.4,"2020-05-23 10:35:40.255",26.27,129,"48.50","80 이상",940,"null"
"2067",6537,58.55,"2020-05-23 10:35:40.254",1.93,126,"47.37","여성",939,"null"
"2068",4628,41.45,"2020-05-23 10:35:40.254",3.03,140,"52.63","남성",938,"null"
"2069",148,1.33,"2020-05-21 10:25:15.094",0,0,"0.00","0-9",915,"null"
"2070",631,5.67,"2020-05-21 10:25:15.094",0,0,"0.00","10-19",914,"null"
"2071",3103,27.9,"2020-05-21 10:25:15.094",0,0,"0.00","20-29",913,"null"
"2072",1221,10.98,"2020-05-21 10:25:15.094",0.16,2,"0.76","30-39",912,"null"
"2073",1471,13.23,"2020-05-21 10:25:15.094",0.2,3,"1.14","40-49",911,"null"
"2074",1972,17.73,"2020-05-21 10:25:15.094",0.76,15,"5.68","50-59",910,"null"
"2075",1369,12.31,"2020-05-21 10:25:15.094",2.78,38,"14.39","60-69",909,"null"
"2076",717,6.45,"2020-05-21 10:25:15.094",10.88,78,"29.55","70-79",908,"null"
"2077",490,4.41,"2020-05-21 10:25:15.094",26.12,128,"48.48","80 이상",907,"null"
"2078",6521,58.63,"2020-05-21 10:25:15.093",1.93,126,"47.73","여성",906,"null"
"2079",4601,41.37,"2020-05-21 10:25:15.093",3,138,"52.27","남성",905,"null"
"2080",148,1.33,"2020-05-20 10:14:08.941",0,0,"0.00","0-9",893,"null"
"2081",627,5.64,"2020-05-20 10:14:08.941",0,0,"0.00","10-19",892,"null"
"2082",3100,27.9,"2020-05-20 10:14:08.941",0,0,"0.00","20-29",891,"null"
"2083",1219,10.97,"2020-05-20 10:14:08.941",0.16,2,"0.76","30-39",890,"null"
"2084",1468,13.21,"2020-05-20 10:14:08.941",0.2,3,"1.14","40-49",889,"null"
"2085",1972,17.75,"2020-05-20 10:14:08.941",0.76,15,"5.70","50-59",888,"null"
"2086",1369,12.32,"2020-05-20 10:14:08.941",2.78,38,"14.45","60-69",887,"null"
"2087",717,6.45,"2020-05-20 10:14:08.941",10.88,78,"29.66","70-79",886,"null"
"2088",490,4.41,"2020-05-20 10:14:08.94",25.92,127,"48.29","80 이상",885,"null"
"2089",6518,58.67,"2020-05-20 10:14:08.94",1.93,126,"47.91","여성",884,"null"
"2090",4592,41.33,"2020-05-20 10:14:08.94",2.98,137,"52.09","남성",883,"null"
"2091",148,1.34,"2020-05-19 10:24:04.932",0,0,"0.00","0-9",871,"null"
"2092",621,5.61,"2020-05-19 10:24:04.932",0,0,"0.00","10-19",870,"null"
"2093",3087,27.87,"2020-05-19 10:24:04.932",0,0,"0.00","20-29",869,"null"
"2094",1215,10.97,"2020-05-19 10:24:04.931",0.16,2,"0.76","30-39",868,"null"
"2095",1462,13.2,"2020-05-19 10:24:04.931",0.21,3,"1.14","40-49",867,"null"
"2096",1971,17.79,"2020-05-19 10:24:04.931",0.76,15,"5.70","50-59",866,"null"
"2097",1368,12.35,"2020-05-19 10:24:04.931",2.78,38,"14.45","60-69",865,"null"
"2098",716,6.46,"2020-05-19 10:24:04.931",10.89,78,"29.66","70-79",864,"null"
"2099",490,4.42,"2020-05-19 10:24:04.931",25.92,127,"48.29","80 이상",863,"null"
"2100",6509,58.76,"2020-05-19 10:24:04.931",1.94,126,"47.91","여성",862,"null"
"2101",4569,41.24,"2020-05-19 10:24:04.931",3,137,"52.09","남성",861,"null"
"2102",147,1.33,"2020-05-18 10:19:41.733",0,0,"0.00","0-9",849,"null"
"2103",621,5.61,"2020-05-18 10:19:41.733",0,0,"0.00","10-19",848,"null"
"2104",3082,27.85,"2020-05-18 10:19:41.733",0,0,"0.00","20-29",847,"null"
"2105",1215,10.98,"2020-05-18 10:19:41.733",0.16,2,"0.76","30-39",846,"null"
"2106",1462,13.21,"2020-05-18 10:19:41.733",0.21,3,"1.14","40-49",845,"null"
"2107",1968,17.79,"2020-05-18 10:19:41.732",0.76,15,"5.70","50-59",844,"null"
"2108",1365,12.34,"2020-05-18 10:19:41.732",2.78,38,"14.45","60-69",843,"null"
"2109",715,6.46,"2020-05-18 10:19:41.732",10.91,78,"29.66","70-79",842,"null"
"2110",490,4.43,"2020-05-18 10:19:41.732",25.92,127,"48.29","80 이상",841,"null"
"2111",6505,58.79,"2020-05-18 10:19:41.732",1.94,126,"47.91","여성",840,"null"
"2112",4560,41.21,"2020-05-18 10:19:41.732",3,137,"52.09","남성",839,"null"
"2113",147,1.33,"2020-05-17 10:14:51.664",0,0,"0.00","0-9",827,"null"
"2114",620,5.61,"2020-05-17 10:14:51.664",0,0,"0.00","10-19",826,"null"
"2115",3079,27.86,"2020-05-17 10:14:51.664",0,0,"0.00","20-29",825,"null"
"2116",1211,10.96,"2020-05-17 10:14:51.664",0.17,2,"0.76","30-39",824,"null"
"2117",1457,13.19,"2020-05-17 10:14:51.664",0.21,3,"1.15","40-49",823,"null"
"2118",1967,17.8,"2020-05-17 10:14:51.663",0.76,15,"5.73","50-59",822,"null"
"2119",1364,12.34,"2020-05-17 10:14:51.663",2.79,38,"14.50","60-69",821,"null"
"2120",715,6.47,"2020-05-17 10:14:51.663",10.77,77,"29.39","70-79",820,"null"
"2121",490,4.43,"2020-05-17 10:14:51.663",25.92,127,"48.47","80 이상",819,"null"
"2122",6501,58.83,"2020-05-17 10:14:51.663",1.94,126,"48.09","여성",818,"null"
"2123",4549,41.17,"2020-05-17 10:14:51.663",2.99,136,"51.91","남성",817,"null"
"2124",147,1.33,"2020-05-16 10:20:36.324",0,0,"0.00","0-9",805,"null"
"2125",619,5.61,"2020-05-16 10:20:36.324",0,0,"0.00","10-19",804,"null"
"2126",3074,27.85,"2020-05-16 10:20:36.324",0,0,"0.00","20-29",803,"null"
"2127",1209,10.95,"2020-05-16 10:20:36.324",0.17,2,"0.76","30-39",802,"null"
"2128",1454,13.17,"2020-05-16 10:20:36.324",0.21,3,"1.15","40-49",801,"null"
"2129",1966,17.81,"2020-05-16 10:20:36.324",0.76,15,"5.73","50-59",800,"null"
"2130",1364,12.36,"2020-05-16 10:20:36.324",2.79,38,"14.50","60-69",799,"null"
"2131",714,6.47,"2020-05-16 10:20:36.324",10.78,77,"29.39","70-79",798,"null"
"2132",490,4.44,"2020-05-16 10:20:36.324",25.92,127,"48.47","80 이상",797,"null"
"2133",6493,58.83,"2020-05-16 10:20:36.323",1.94,126,"48.09","여성",796,"null"
"2134",4544,41.17,"2020-05-16 10:20:36.323",2.99,136,"51.91","남성",795,"null"
"2135",145,1.32,"2020-05-15 10:34:51.498",0,0,"0.00","0-9",783,"null"
"2136",617,5.6,"2020-05-15 10:34:51.498",0,0,"0.00","10-19",782,"null"
"2137",3066,27.83,"2020-05-15 10:34:51.498",0,0,"0.00","20-29",781,"null"
"2138",1207,10.95,"2020-05-15 10:34:51.497",0.17,2,"0.77","30-39",780,"null"
"2139",1453,13.19,"2020-05-15 10:34:51.497",0.21,3,"1.15","40-49",779,"null"
"2140",1965,17.83,"2020-05-15 10:34:51.497",0.76,15,"5.77","50-59",778,"null"
"2141",1361,12.35,"2020-05-15 10:34:51.497",2.79,38,"14.62","60-69",777,"null"
"2142",714,6.48,"2020-05-15 10:34:51.497",10.78,77,"29.62","70-79",776,"null"
"2143",490,4.45,"2020-05-15 10:34:51.497",25.51,125,"48.08","80 이상",775,"null"
"2144",6486,58.87,"2020-05-15 10:34:51.497",1.93,125,"48.08","여성",774,"null"
"2145",4532,41.13,"2020-05-15 10:34:51.497",2.98,135,"51.92","남성",773,"null"
"2146",143,1.3,"2020-05-14 10:19:47.848",0,0,"0.00","0-9",761,"null"
"2147",614,5.59,"2020-05-14 10:19:47.848",0,0,"0.00","10-19",760,"null"
"2148",3056,27.8,"2020-05-14 10:19:47.848",0,0,"0.00","20-29",759,"null"
"2149",1202,10.94,"2020-05-14 10:19:47.848",0.17,2,"0.77","30-39",758,"null"
"2150",1451,13.2,"2020-05-14 10:19:47.848",0.21,3,"1.15","40-49",757,"null"
"2151",1964,17.87,"2020-05-14 10:19:47.848",0.76,15,"5.77","50-59",756,"null"
"2152",1359,12.36,"2020-05-14 10:19:47.848",2.8,38,"14.62","60-69",755,"null"
"2153",712,6.48,"2020-05-14 10:19:47.848",10.81,77,"29.62","70-79",754,"null"
"2154",490,4.46,"2020-05-14 10:19:47.847",25.51,125,"48.08","80 이상",753,"null"
"2155",6475,58.91,"2020-05-14 10:19:47.847",1.93,125,"48.08","여성",752,"null"
"2156",4516,41.09,"2020-05-14 10:19:47.847",2.99,135,"51.92","남성",751,"null"
"2157",143,1.3,"2020-05-13 10:42:32.522",0,0,"0.00","0-9",739,"null"
"2158",603,5.5,"2020-05-13 10:42:32.522",0,0,"0.00","10-19",738,"null"
"2159",3042,27.75,"2020-05-13 10:42:32.522",0,0,"0.00","20-29",737,"null"
"2160",1199,10.94,"2020-05-13 10:42:32.522",0.17,2,"0.77","30-39",736,"null"
"2161",1450,13.23,"2020-05-13 10:42:32.522",0.21,3,"1.16","40-49",735,"null"
"2162",1964,17.92,"2020-05-13 10:42:32.522",0.76,15,"5.79","50-59",734,"null"
"2163",1359,12.4,"2020-05-13 10:42:32.522",2.72,37,"14.29","60-69",733,"null"
"2164",712,6.5,"2020-05-13 10:42:32.522",10.81,77,"29.73","70-79",732,"null"
"2165",490,4.47,"2020-05-13 10:42:32.522",25.51,125,"48.26","80 이상",731,"null"
"2166",6463,58.96,"2020-05-13 10:42:32.521",1.93,125,"48.26","여성",730,"null"
"2167",4499,41.04,"2020-05-13 10:42:32.521",2.98,134,"51.74","남성",729,"null"
"2168",142,1.3,"2020-05-12 10:14:48.44",0,0,"0.00","0-9",717,"null"
"2169",602,5.5,"2020-05-12 10:14:48.44",0,0,"0.00","10-19",716,"null"
"2170",3029,27.7,"2020-05-12 10:14:48.44",0,0,"0.00","20-29",715,"null"
"2171",1194,10.92,"2020-05-12 10:14:48.44",0.17,2,"0.78","30-39",714,"null"
"2172",1448,13.24,"2020-05-12 10:14:48.44",0.21,3,"1.16","40-49",713,"null"
"2173",1963,17.95,"2020-05-12 10:14:48.44",0.76,15,"5.81","50-59",712,"null"
"2174",1358,12.42,"2020-05-12 10:14:48.44",2.72,37,"14.34","60-69",711,"null"
"2175",711,6.5,"2020-05-12 10:14:48.439",10.83,77,"29.84","70-79",710,"null"
"2176",489,4.47,"2020-05-12 10:14:48.439",25.36,124,"48.06","80 이상",709,"null"
"2177",6455,59.03,"2020-05-12 10:14:48.439",1.94,125,"48.45","여성",708,"null"
"2178",4481,40.97,"2020-05-12 10:14:48.439",2.97,133,"51.55","남성",707,"null"
"2179",141,1.29,"2020-05-11 10:27:37.105",0,0,"0.00","0-9",695,"null"
"2180",598,5.48,"2020-05-11 10:27:37.105",0,0,"0.00","10-19",694,"null"
"2181",3019,27.67,"2020-05-11 10:27:37.105",0,0,"0.00","20-29",693,"null"
"2182",1188,10.89,"2020-05-11 10:27:37.105",0.17,2,"0.78","30-39",692,"null"
"2183",1446,13.26,"2020-05-11 10:27:37.105",0.21,3,"1.17","40-49",691,"null"
"2184",1960,17.97,"2020-05-11 10:27:37.105",0.77,15,"5.86","50-59",690,"null"
"2185",1358,12.45,"2020-05-11 10:27:37.105",2.72,37,"14.45","60-69",689,"null"
"2186",711,6.52,"2020-05-11 10:27:37.104",10.83,77,"30.08","70-79",688,"null"
"2187",488,4.47,"2020-05-11 10:27:37.104",25,122,"47.66","80 이상",687,"null"
"2188",6448,59.11,"2020-05-11 10:27:37.104",1.91,123,"48.05","여성",686,"null"
"2189",4461,40.89,"2020-05-11 10:27:37.104",2.98,133,"51.95","남성",685,"null"
"2190",141,1.3,"2020-05-10 10:16:06.151",0,0,"0.00","0-9",673,"null"
"2191",597,5.49,"2020-05-10 10:16:06.151",0,0,"0.00","10-19",672,"null"
"2192",2998,27.57,"2020-05-10 10:16:06.151",0,0,"0.00","20-29",671,"null"
"2193",1180,10.85,"2020-05-10 10:16:06.151",0.17,2,"0.78","30-39",670,"null"
"2194",1442,13.26,"2020-05-10 10:16:06.151",0.21,3,"1.17","40-49",669,"null"
"2195",1960,18.02,"2020-05-10 10:16:06.151",0.77,15,"5.86","50-59",668,"null"
"2196",1357,12.48,"2020-05-10 10:16:06.15",2.73,37,"14.45","60-69",667,"null"
"2197",711,6.54,"2020-05-10 10:16:06.15",10.83,77,"30.08","70-79",666,"null"
"2198",488,4.49,"2020-05-10 10:16:06.15",25,122,"47.66","80 이상",665,"null"
"2199",6444,59.26,"2020-05-10 10:16:06.15",1.91,123,"48.05","여성",664,"null"
"2200",4430,40.74,"2020-05-10 10:16:06.15",3,133,"51.95","남성",663,"null"
"2201",141,1.3,"2020-05-09 10:20:41.483",0,0,"0.00","0-9",651,"null"
"2202",594,5.48,"2020-05-09 10:20:41.483",0,0,"0.00","10-19",650,"null"
"2203",2979,27.48,"2020-05-09 10:20:41.483",0,0,"0.00","20-29",649,"null"
"2204",1177,10.86,"2020-05-09 10:20:41.483",0.17,2,"0.78","30-39",648,"null"
"2205",1438,13.27,"2020-05-09 10:20:41.483",0.21,3,"1.17","40-49",647,"null"
"2206",1958,18.06,"2020-05-09 10:20:41.482",0.77,15,"5.86","50-59",646,"null"
"2207",1355,12.5,"2020-05-09 10:20:41.482",2.73,37,"14.45","60-69",645,"null"
"2208",710,6.55,"2020-05-09 10:20:41.482",10.85,77,"30.08","70-79",644,"null"
"2209",488,4.5,"2020-05-09 10:20:41.482",25,122,"47.66","80 이상",643,"null"
"2210",6434,59.35,"2020-05-09 10:20:41.482",1.91,123,"48.05","여성",642,"null"
"2211",4406,40.65,"2020-05-09 10:20:41.482",3.02,133,"51.95","남성",641,"null"
"2212",141,1.3,"2020-05-08 10:19:49.557",0,0,"0.00","0-9",629,"null"
"2213",592,5.47,"2020-05-08 10:19:49.557",0,0,"0.00","10-19",628,"null"
"2214",2967,27.42,"2020-05-08 10:19:49.557",0,0,"0.00","20-29",627,"null"
"2215",1174,10.85,"2020-05-08 10:19:49.557",0.17,2,"0.78","30-39",626,"null"
"2216",1438,13.29,"2020-05-08 10:19:49.557",0.21,3,"1.17","40-49",625,"null"
"2217",1957,18.08,"2020-05-08 10:19:49.557",0.77,15,"5.86","50-59",624,"null"
"2218",1355,12.52,"2020-05-08 10:19:49.556",2.73,37,"14.45","60-69",623,"null"
"2219",710,6.56,"2020-05-08 10:19:49.556",10.85,77,"30.08","70-79",622,"null"
"2220",488,4.51,"2020-05-08 10:19:49.556",25,122,"47.66","80 이상",621,"null"
"2221",6433,59.44,"2020-05-08 10:19:49.556",1.91,123,"48.05","여성",620,"null"
"2222",4389,40.56,"2020-05-08 10:19:49.556",3.03,133,"51.95","남성",619,"null"
"2223",140,1.3,"2020-05-07 10:48:44.962",0,0,"0.00","0-9",607,"null"
"2224",592,5.48,"2020-05-07 10:48:44.962",0,0,"0.00","10-19",606,"null"
"2225",2966,27.44,"2020-05-07 10:48:44.962",0,0,"0.00","20-29",605,"null"
"2226",1167,10.8,"2020-05-07 10:48:44.962",0.17,2,"0.78","30-39",604,"null"
"2227",1436,13.28,"2020-05-07 10:48:44.962",0.21,3,"1.17","40-49",603,"null"
"2228",1957,18.1,"2020-05-07 10:48:44.962",0.77,15,"5.86","50-59",602,"null"
"2229",1354,12.53,"2020-05-07 10:48:44.962",2.73,37,"14.45","60-69",601,"null"
"2230",710,6.57,"2020-05-07 10:48:44.962",10.85,77,"30.08","70-79",600,"null"
"2231",488,4.51,"2020-05-07 10:48:44.961",25,122,"47.66","80 이상",599,"null"
"2232",6428,59.46,"2020-05-07 10:48:44.961",1.91,123,"48.05","여성",598,"null"
"2233",4382,40.54,"2020-05-07 10:48:44.961",3.04,133,"51.95","남성",597,"null"
"2234",140,1.3,"2020-05-06 10:17:13.005",0,0,"0.00","0-9",585,"null"
"2235",591,5.47,"2020-05-06 10:17:13.004",0,0,"0.00","10-19",584,"null"
"2236",2964,27.43,"2020-05-06 10:17:13.004",0,0,"0.00","20-29",583,"null"
"2237",1166,10.79,"2020-05-06 10:17:13.004",0.17,2,"0.78","30-39",582,"null"
"2238",1436,13.29,"2020-05-06 10:17:13.004",0.21,3,"1.18","40-49",581,"null"
"2239",1957,18.11,"2020-05-06 10:17:13.004",0.77,15,"5.88","50-59",580,"null"
"2240",1354,12.53,"2020-05-06 10:17:13.004",2.66,36,"14.12","60-69",579,"null"
"2241",710,6.57,"2020-05-06 10:17:13.004",10.85,77,"30.20","70-79",578,"null"
"2242",488,4.52,"2020-05-06 10:17:13.004",25,122,"47.84","80 이상",577,"null"
"2243",6427,59.48,"2020-05-06 10:17:13.003",1.91,123,"48.24","여성",576,"null"
"2244",4379,40.52,"2020-05-06 10:17:13.003",3.01,132,"51.76","남성",575,"null"
"2245",140,1.3,"2020-05-05 10:23:43.075",0,0,"0.00","0-9",563,"null"
"2246",591,5.47,"2020-05-05 10:23:43.074",0,0,"0.00","10-19",562,"null"
"2247",2964,27.43,"2020-05-05 10:23:43.074",0,0,"0.00","20-29",561,"null"
"2248",1165,10.78,"2020-05-05 10:23:43.074",0.17,2,"0.79","30-39",560,"null"
"2249",1436,13.29,"2020-05-05 10:23:43.074",0.21,3,"1.18","40-49",559,"null"
"2250",1957,18.11,"2020-05-05 10:23:43.074",0.77,15,"5.91","50-59",558,"null"
"2251",1353,12.52,"2020-05-05 10:23:43.074",2.66,36,"14.17","60-69",557,"null"
"2252",710,6.57,"2020-05-05 10:23:43.074",10.7,76,"29.92","70-79",556,"null"
"2253",488,4.52,"2020-05-05 10:23:43.074",25,122,"48.03","80 이상",555,"null"
"2254",6427,59.49,"2020-05-05 10:23:43.074",1.91,123,"48.43","여성",554,"null"
