일련번호,지역,업력,대출년도,대출월,대출금액(백만원),업종
1370,인천,7년미만,2020,03,50,금속
1371,인천,10년미만,2020,03,100,금속
1372,인천,20년미만,2020,03,50,잡화
1373,인천,15년미만,2020,03,200,금속
1374,인천,3년미만,2020,03,150,화공
1375,인천,15년미만,2020,03,100,화공
1376,인천,7년미만,2020,03,200,화공
1377,인천,15년미만,2020,03,300,잡화
1378,인천,5년미만,2020,03,100,화공
1379,인천,15년미만,2020,03,100,화공
1380,인천,20년미만,2020,03,300,섬유
1381,인천,10년미만,2020,03,100,섬유
1382,인천,15년미만,2020,03,100,섬유
1383,인천,10년미만,2020,03,50,섬유
1384,인천,10년미만,2020,03,100,식료
1385,인천,10년미만,2020,03,70,식료
1386,인천,5년미만,2020,03,100,식료
1387,인천,15년미만,2020,03,100,식료
1388,인천,15년미만,2020,03,150,섬유
1389,인천,15년미만,2020,03,400,식료
1390,인천,10년미만,2020,03,150,식료
1391,인천,7년미만,2020,03,300,기타
1392,인천,5년미만,2020,03,150,기타
1393,인천,7년미만,2020,03,500,기타
1394,인천,10년미만,2020,03,500,기타
1395,인천,15년미만,2020,03,150,기타
1396,인천,3년미만,2020,03,150,기타
1397,인천,3년미만,2020,03,100,기타
1398,인천,3년미만,2020,03,50,기타
1399,인천,10년미만,2020,03,300,기타
1400,인천,15년미만,2020,03,500,기타
1401,인천,3년미만,2020,03,100,기타
1402,인천,20년미만,2020,03,50,유통
1403,인천,15년미만,2020,03,100,유통
1404,인천,7년미만,2020,03,150,유통
1405,인천,10년미만,2020,03,70,유통
1406,인천,10년미만,2020,03,70,유통
1407,인천,5년미만,2020,03,200,유통
1408,인천,10년미만,2020,03,100,유통
1409,인천,15년미만,2020,03,100,유통
1410,인천,10년미만,2020,03,200,유통
1411,인천,7년미만,2020,03,100,기계
1412,인천,10년미만,2020,03,70,기계
1413,인천,3년미만,2020,03,100,기계
1414,인천,10년미만,2020,03,50,유통
1415,인천,10년미만,2020,03,150,유통
1416,인천,7년미만,2020,03,100,전기
1417,인천,10년미만,2020,03,100,전기
1418,인천,7년미만,2020,03,500,전기
1419,인천,10년미만,2020,03,50,전기
1420,인천,20년이상,2020,03,50,기계
1421,인천,3년미만,2020,03,100,기타
1422,인천,15년미만,2020,03,100,기타
1423,인천,20년이상,2020,03,400,기타
1424,인천,5년미만,2020,03,80,기타
1425,인천,3년미만,2020,03,200,기타
1426,인천,20년이상,2020,03,100,기타
1427,인천,3년미만,2020,03,100,기타
1428,인천,15년미만,2020,03,100,기타
1429,인천,15년미만,2020,03,100,기타
1430,인천,20년이상,2020,03,50,기타
1431,인천,5년미만,2020,03,150,기타
1432,인천,15년미만,2020,03,150,기타
1433,인천,15년미만,2020,03,150,기타
1434,인천,3년미만,2020,03,150,기타
1435,인천,5년미만,2020,03,100,기타
1436,인천,7년미만,2020,03,50,기타
1437,인천,1년미만,2020,03,50,유통
1438,인천,3년미만,2020,03,100,유통
1439,인천,3년미만,2020,03,50,유통
1440,인천,20년미만,2020,03,150,유통
1441,인천,15년미만,2020,03,200,유통
1442,인천,10년미만,2020,03,100,유통
1443,인천,20년미만,2020,03,300,유통
1444,인천,15년미만,2020,03,200,유통
1445,인천,15년미만,2020,03,100,식료
1446,인천,10년미만,2020,03,50,식료
1447,인천,20년이상,2020,03,300,잡화
1448,인천,1년미만,2020,03,30,잡화
1449,인천,5년미만,2020,03,100,잡화
1450,인천,15년미만,2020,03,100,잡화
1451,인천,5년미만,2020,03,300,잡화
1452,인천,10년미만,2020,03,100,잡화
1453,인천,7년미만,2020,03,50,잡화
1454,인천,20년미만,2020,03,150,잡화
1455,인천,15년미만,2020,03,250,식료
1456,인천,7년미만,2020,03,50,기계
1457,인천,15년미만,2020,03,200,기계
1458,인천,20년이상,2020,03,100,기계
1459,인천,15년미만,2020,03,100,기계
1460,인천,20년미만,2020,03,100,기계
1461,인천,20년미만,2020,03,400,기계
1462,인천,20년미만,2020,03,150,기계
1463,인천,3년미만,2020,03,50,기타
1464,인천,5년미만,2020,03,200,기타
1465,인천,7년미만,2020,03,200,기타
1466,인천,1년미만,2020,03,200,기타
1467,인천,7년미만,2020,03,50,기타
1468,인천,3년미만,2020,03,100,기타
1469,인천,7년미만,2020,03,70,전자
1470,인천,7년미만,2020,03,50,전자
1471,인천,20년미만,2020,03,100,전자
1472,인천,15년미만,2020,03,250,전기
1473,인천,10년미만,2020,03,150,전기
1474,인천,20년미만,2020,03,100,전기
1475,인천,15년미만,2020,03,50,전기
1476,인천,20년이상,2020,03,100,전자
1477,인천,7년미만,2020,03,100,전자
1478,인천,15년미만,2020,03,500,전자
1479,인천,15년미만,2020,03,50,전자
1480,인천,20년이상,2020,03,100,전자
1481,인천,15년미만,2020,03,200,전자
1482,인천,7년미만,2020,03,100,전자
1483,인천,20년미만,2020,03,300,전자
1484,인천,20년이상,2020,03,100,금속
1485,전남,7년미만,2020,03,150,기타
1486,전남,20년이상,2020,03,200,기타
1487,전남,7년미만,2020,03,300,유통
1488,전남,15년미만,2020,03,70,기타
1489,전남,10년미만,2020,03,500,유통
1490,전남,10년미만,2020,03,200,식료
1491,전남,3년미만,2020,03,100,식료
1492,전남,20년이상,2020,03,500,기타
1493,전남,20년미만,2020,03,100,식료
1494,전남,20년미만,2020,03,100,기계
1495,전남,3년미만,2020,03,70,기계
1496,전남,10년미만,2020,03,100,금속
1497,전남,20년미만,2020,03,300,잡화
1498,전남,15년미만,2020,03,200,잡화
1499,전남,3년미만,2020,03,500,금속
1500,전남,7년미만,2020,03,150,잡화
1501,전남,10년미만,2020,03,500,화공
1502,전남,15년미만,2020,03,200,화공
1503,전남,3년미만,2020,03,100,식료
1504,전남,10년미만,2020,03,200,식료
1505,전남,10년미만,2020,03,400,식료
1506,전남,20년미만,2020,03,100,식료
1507,전남,20년이상,2020,03,200,식료
1508,전남,20년미만,2020,03,200,기타
1509,전남,3년미만,2020,03,30,기타
1510,전남,1년미만,2020,03,150,기타
1511,전남,10년미만,2020,03,300,기타
1512,전남,20년미만,2020,03,200,기타
1513,전남,3년미만,2020,03,200,기타
1514,전남,7년미만,2020,03,100,기타
1515,전남,7년미만,2020,03,200,기타
1516,전남,20년미만,2020,03,300,기타
1517,전남,5년미만,2020,03,300,기타
1518,전남,7년미만,2020,03,50,기타
1519,전남,15년미만,2020,03,200,유통
1520,전남,10년미만,2020,03,200,유통
1521,전남,10년미만,2020,03,100,유통
1522,전남,7년미만,2020,03,300,기계
1523,전남,20년이상,2020,03,200,유통
1524,전남,5년미만,2020,03,200,기계
1525,전북,7년미만,2020,03,100,식료
1526,전북,20년미만,2020,03,70,식료
1527,전북,20년미만,2020,03,100,식료
1528,전북,5년미만,2020,03,200,식료
1529,전북,5년미만,2020,03,300,기타
1530,전북,20년이상,2020,03,120,기타
1531,전북,7년미만,2020,03,300,기타
1532,전북,20년이상,2020,03,100,기타
1533,전북,5년미만,2020,03,200,기타
1534,전북,5년미만,2020,03,100,기타
1535,전북,15년미만,2020,03,150,기타
1536,전북,15년미만,2020,03,50,기타
1537,전북,5년미만,2020,03,300,기타
1538,전북,7년미만,2020,03,500,기타
1539,전북,5년미만,2020,03,200,기타
1540,전북,5년미만,2020,03,500,기타
1541,전북,20년미만,2020,03,100,기타
1542,전북,5년미만,2020,03,100,유통
1543,전북,15년미만,2020,03,100,유통
1544,전북,5년미만,2020,03,300,전기
1545,전북,15년미만,2020,03,200,전기
1546,전북,10년미만,2020,03,70,기타
1547,전북,15년미만,2020,03,70,기타
1548,전북,15년미만,2020,03,200,기타
1549,전북,5년미만,2020,03,70,기타
1550,전북,20년이상,2020,03,70,기타
1551,전북,15년미만,2020,03,50,기타
1552,전북,15년미만,2020,03,50,기타
1553,전북,1년미만,2020,03,50,기타
1554,전북,3년미만,2020,03,50,기타
1555,전북,3년미만,2020,03,50,기타
1556,전북,3년미만,2020,03,50,기타
1557,전북,7년미만,2020,03,70,기타
1558,전북,7년미만,2020,03,50,기타
1559,전북,5년미만,2020,03,70,기타
1560,전북,20년이상,2020,03,70,기타
1561,전북,20년이상,2020,03,50,유통
1562,전북,20년이상,2020,03,200,기타
1563,전북,15년미만,2020,03,100,기타
1564,전북,20년미만,2020,03,150,기타
1565,전북,5년미만,2020,03,100,기타
1566,전북,10년미만,2020,03,70,식료
1567,전북,7년미만,2020,03,100,식료
1568,전북,20년미만,2020,03,300,식료
1569,전북,20년미만,2020,03,500,기계
1570,전북,20년미만,2020,03,50,기계
1571,전북,15년미만,2020,03,500,기계
1572,전북,10년미만,2020,03,200,기계
1573,전북,20년이상,2020,03,800,기계
1574,전북,20년미만,2020,03,1000,기계
1575,전북,15년미만,2020,03,150,기계
1576,전북,10년미만,2020,03,100,기계
1577,전북,3년미만,2020,03,50,기계
1578,전북,15년미만,2020,03,400,기계
1579,전북,10년미만,2020,03,200,기계
1580,전북,20년이상,2020,03,500,기계
1581,전북,3년미만,2020,03,150,기계
1582,전북,20년미만,2020,03,100,기계
1583,전북,10년미만,2020,03,150,기계
1584,전북,15년미만,2020,03,200,정보
1585,전북,20년미만,2020,03,300,기타
1586,전북,20년이상,2020,03,50,기타
1587,전북,3년미만,2020,03,50,기타
1588,전북,7년미만,2020,03,30,기타
1589,전북,20년이상,2020,03,50,기타
1590,전북,15년미만,2020,03,70,기타
1591,전북,20년이상,2020,03,70,기타
1592,전북,10년미만,2020,03,50,기타
1593,전북,20년이상,2020,03,70,기타
1594,전북,10년미만,2020,03,100,기타
1595,전북,20년미만,2020,03,50,기타
1596,전북,5년미만,2020,03,50,기타
1597,전북,7년미만,2020,03,50,기타
1598,전북,20년미만,2020,03,50,기타
1599,전북,5년미만,2020,03,50,기타
1600,전북,10년미만,2020,03,150,금속
1601,전북,7년미만,2020,03,300,전자
1602,전북,20년이상,2020,03,300,잡화
1603,전북,1년미만,2020,03,150,화공
1604,전북,15년미만,2020,03,100,잡화
1605,전북,3년미만,2020,03,80,화공
1606,전북,10년미만,2020,03,120,화공
1607,전북,7년미만,2020,03,100,섬유
1608,전북,15년미만,2020,03,150,식료
1609,전북,10년미만,2020,03,100,식료
1610,제주,15년미만,2020,03,100,기타
1611,제주,3년미만,2020,03,100,기타
1612,제주,7년미만,2020,03,200,기타
1613,제주,15년미만,2020,03,200,기타
1614,제주,10년미만,2020,03,250,유통
1615,제주,3년미만,2020,03,50,식료
1616,제주,7년미만,2020,03,200,식료
1617,제주,10년미만,2020,03,100,유통
1618,충남,5년미만,2020,03,400,식료
1619,충남,5년미만,2020,03,200,식료
1620,충남,20년미만,2020,03,400,기계
1621,충남,20년미만,2020,03,300,기계
1622,충남,20년이상,2020,03,500,기계
1623,충남,5년미만,2020,03,100,기계
1624,충남,20년미만,2020,03,500,기계
1625,충남,20년미만,2020,03,150,기계
1626,충남,7년미만,2020,03,200,기계
1627,충남,1년미만,2020,03,100,기계
1628,충남,20년미만,2020,03,100,기계
1629,충남,15년미만,2020,03,300,기타
1630,충남,15년미만,2020,03,100,기타
1631,충남,5년미만,2020,03,200,유통
1632,충남,10년미만,2020,03,200,기타
1633,충남,10년미만,2020,03,200,기타
1634,충남,7년미만,2020,03,300,기타
1635,충남,10년미만,2020,03,500,기타
1636,충남,1년미만,2020,03,300,기타
1637,충남,20년미만,2020,03,200,유통
1638,충남,3년미만,2020,03,200,유통
1639,충남,7년미만,2020,03,100,유통
1640,충남,20년이상,2020,03,200,전기
1641,충남,15년미만,2020,03,300,전자
1642,충남,15년미만,2020,03,250,금속
1643,충남,20년이상,2020,03,200,금속
1644,충남,3년미만,2020,03,200,금속
1645,충남,20년미만,2020,03,100,금속
1646,충남,7년미만,2020,03,50,금속
1647,충남,3년미만,2020,03,80,화공
1648,충남,15년미만,2020,03,200,화공
1649,충남,3년미만,2020,03,200,화공
1650,충남,15년미만,2020,03,100,화공
1651,충남,15년미만,2020,03,500,화공
1652,충남,20년미만,2020,03,300,화공
1653,충남,15년미만,2020,03,200,잡화
1654,충남,3년미만,2020,03,100,잡화
1655,충남,3년미만,2020,03,100,화공
1656,충남,5년미만,2020,03,200,화공
1657,충남,10년미만,2020,03,100,잡화
1658,충북,20년이상,2020,03,200,식료
1659,충북,7년미만,2020,03,200,식료
1660,충북,3년미만,2020,03,100,식료
1661,충북,15년미만,2020,03,100,식료
1662,충북,20년이상,2020,03,100,섬유
1663,충북,20년이상,2020,03,500,섬유
1664,충북,15년미만,2020,03,100,식료
1665,충북,7년미만,2020,03,200,식료
1666,충북,5년미만,2020,03,150,식료
1667,충북,15년미만,2020,03,100,잡화
1668,충북,20년미만,2020,03,100,잡화
1669,충북,20년미만,2020,03,150,식료
1670,충북,5년미만,2020,03,150,기계
1671,충북,20년이상,2020,03,700,기계
1672,충북,5년미만,2020,03,100,기계
1673,충북,15년미만,2020,03,500,기계
1674,충북,20년이상,2020,03,700,기계
1675,충북,10년미만,2020,03,200,기타
1676,충북,5년미만,2020,03,50,기계
1677,충북,10년미만,2020,03,500,기계
1678,충북,5년미만,2020,03,100,기계
1679,충북,3년미만,2020,03,100,기타
1680,충북,20년이상,2020,03,200,기타
1681,충북,20년이상,2020,03,100,기타
1682,충북,3년미만,2020,03,100,유통
1683,충북,20년이상,2020,03,100,기타
1684,충북,20년이상,2020,03,200,기타
1685,충북,10년미만,2020,03,300,기타
1686,충북,3년미만,2020,03,100,기타
1687,충북,10년미만,2020,03,100,기타
1688,충북,5년미만,2020,03,300,기타
1689,충북,10년미만,2020,03,200,기타
1690,충북,20년미만,2020,03,100,기타
1691,충북,20년미만,2020,03,200,기타
1692,충북,1년미만,2020,03,150,기타
1693,충북,7년미만,2020,03,200,기타
1694,충북,15년미만,2020,03,300,기타
1695,충북,5년미만,2020,03,200,기타
1696,충북,5년미만,2020,03,50,기타
1697,충북,3년미만,2020,03,100,기계
1698,충북,20년이상,2020,03,200,유통
1699,충북,15년미만,2020,03,200,유통
1700,충북,20년이상,2020,03,200,유통
1701,충북,20년이상,2020,03,200,전기
1702,충북,10년미만,2020,03,200,기계
1703,충북,20년이상,2020,03,100,전자
1704,충북,20년이상,2020,03,700,전자
1705,충북,10년미만,2020,03,50,전자
1706,충북,10년미만,2020,03,200,금속
1707,충북,5년미만,2020,03,300,화공
1708,충북,20년이상,2020,03,700,화공
1709,충북,10년미만,2020,03,100,잡화
1710,충북,7년미만,2020,03,150,금속
1711,충북,7년미만,2020,03,100,금속
1712,충북,15년미만,2020,03,100,금속
1713,충북,20년이상,2020,03,300,화공
1714,충북,5년미만,2020,03,100,화공
1715,충북,20년미만,2020,03,100,화공
1716,충북,5년미만,2020,03,50,화공
1717,충북,7년미만,2020,03,100,화공
1718,충북,20년이상,2020,03,100,화공
1719,충북,15년미만,2020,03,200,섬유
1720,충북,20년미만,2020,03,100,식료
1721,강원,3년미만,2020,04,200,기타
1722,강원,7년미만,2020,04,100,유통
1723,강원,20년이상,2020,04,150,기타
1724,강원,20년이상,2020,04,250,기타
1725,강원,20년이상,2020,04,200,기타
1726,강원,3년미만,2020,04,100,유통
1727,강원,20년미만,2020,04,250,전자
1728,강원,3년미만,2020,04,130,금속
1729,강원,15년미만,2020,04,200,금속
1730,강원,3년미만,2020,04,170,잡화
1731,강원,15년미만,2020,04,200,식료
1732,강원,20년미만,2020,04,300,식료
1733,강원,7년미만,2020,04,500,식료
1734,강원,15년미만,2020,04,300,식료
1735,강원,15년미만,2020,04,200,잡화
1736,강원,3년미만,2020,04,200,식료
1737,강원,3년미만,2020,04,200,식료
1738,강원,5년미만,2020,04,100,정보
1739,강원,20년이상,2020,04,200,기계
1740,강원,7년미만,2020,04,150,유통
1741,강원,5년미만,2020,04,200,기타
1742,경기,7년미만,2020,04,100,기계
1743,경기,10년미만,2020,04,50,기계
1744,경기,10년미만,2020,04,100,기계
1745,경기,5년미만,2020,04,50,기계
1746,경기,3년미만,2020,04,50,기계
1747,경기,5년미만,2020,04,200,기계
1748,경기,15년미만,2020,04,150,기계
1749,경기,10년미만,2020,04,100,기계
1750,경기,10년미만,2020,04,200,기계
1751,경기,10년미만,2020,04,50,기계
1752,경기,10년미만,2020,04,100,기계
1753,경기,1년미만,2020,04,50,기계
1754,경기,15년미만,2020,04,120,기계
1755,경기,10년미만,2020,04,100,기계
1756,경기,7년미만,2020,04,50,기계
1757,경기,20년이상,2020,04,80,기계
1758,경기,7년미만,2020,04,150,기타
1759,경기,5년미만,2020,04,100,기타
1760,경기,15년미만,2020,04,100,기타
1761,경기,10년미만,2020,04,80,기타
1762,경기,3년미만,2020,04,70,유통
1763,경기,7년미만,2020,04,80,유통
1764,경기,7년미만,2020,04,100,유통
1765,경기,15년미만,2020,04,100,유통
1766,경기,10년미만,2020,04,50,유통
1767,경기,5년미만,2020,04,100,유통
1768,경기,10년미만,2020,04,100,유통
1769,경기,7년미만,2020,04,100,유통
1770,경기,20년이상,2020,04,70,유통
1771,경기,7년미만,2020,04,100,유통
1772,경기,10년미만,2020,04,200,유통
1773,경기,7년미만,2020,04,60,유통
1774,경기,10년미만,2020,04,150,유통
1775,경기,20년미만,2020,04,150,유통
1776,경기,10년미만,2020,04,50,유통
1777,경기,15년미만,2020,04,50,유통
1778,경기,7년미만,2020,04,50,유통
1779,경기,3년미만,2020,04,50,유통
1780,경기,20년이상,2020,04,200,기타
1781,경기,15년미만,2020,04,150,기타
1782,경기,20년미만,2020,04,300,기타
1783,경기,20년이상,2020,04,100,기타
1784,경기,3년미만,2020,04,30,기타
1785,경기,15년미만,2020,04,100,기타
1786,경기,15년미만,2020,04,100,기타
1787,경기,10년미만,2020,04,100,기타
1788,경기,15년미만,2020,04,100,기타
1789,경기,7년미만,2020,04,50,정보
1790,경기,5년미만,2020,04,50,정보
1791,경기,7년미만,2020,04,100,정보
1792,경기,5년미만,2020,04,80,정보
1793,경기,15년미만,2020,04,70,정보
1794,경기,5년미만,2020,04,30,식료
1795,경기,5년미만,2020,04,30,식료
1796,경기,20년이상,2020,04,100,섬유
1797,경기,15년미만,2020,04,50,섬유
1798,경기,7년미만,2020,04,80,섬유
1799,경기,3년미만,2020,04,50,섬유
1800,경기,3년미만,2020,04,200,섬유
1801,경기,20년이상,2020,04,100,섬유
1802,경기,20년미만,2020,04,50,섬유
1803,경기,7년미만,2020,04,50,섬유
1804,경기,10년미만,2020,04,80,섬유
1805,경기,20년미만,2020,04,20,섬유
1806,경기,15년미만,2020,04,50,섬유
1807,경기,15년미만,2020,04,100,기계
1808,경기,5년미만,2020,04,50,기계
1809,경기,15년미만,2020,04,120,기계
1810,경기,20년미만,2020,04,70,잡화
1811,경기,10년미만,2020,04,30,잡화
1812,경기,5년미만,2020,04,100,잡화
1813,경기,5년미만,2020,04,50,잡화
1814,경기,15년미만,2020,04,50,잡화
1815,경기,20년이상,2020,04,100,잡화
1816,경기,10년미만,2020,04,100,잡화
1817,경기,10년미만,2020,04,100,잡화
1818,경기,10년미만,2020,04,50,잡화
1819,경기,7년미만,2020,04,50,잡화
1820,경기,7년미만,2020,04,100,잡화
1821,경기,10년미만,2020,04,70,잡화
1822,경기,15년미만,2020,04,50,잡화
1823,경기,7년미만,2020,04,70,기타
1824,경기,5년미만,2020,04,30,기타
1825,경기,10년미만,2020,04,100,기타
1826,경기,20년미만,2020,04,150,기타
1827,경기,10년미만,2020,04,80,기타
1828,경기,15년미만,2020,04,50,기타
1829,경기,15년미만,2020,04,100,기타
1830,경기,20년이상,2020,04,300,기타
1831,경기,5년미만,2020,04,80,식료
1832,경기,10년미만,2020,04,150,식료
1833,경기,15년미만,2020,04,100,식료
1834,경기,1년미만,2020,04,50,식료
1835,경기,15년미만,2020,04,200,식료
1836,경기,20년이상,2020,04,30,식료
1837,경기,3년미만,2020,04,50,식료
1838,경기,3년미만,2020,04,150,식료
1839,경기,15년미만,2020,04,300,식료
1840,경기,7년미만,2020,04,50,식료
1841,경기,3년미만,2020,04,150,정보
1842,경기,7년미만,2020,04,50,정보
1843,경기,3년미만,2020,04,50,기계
1844,경기,20년이상,2020,04,150,기계
1845,경기,10년미만,2020,04,50,기계
1846,경기,15년미만,2020,04,80,기계
1847,경기,5년미만,2020,04,50,기계
1848,경기,15년미만,2020,04,200,기계
1849,경기,7년미만,2020,04,50,기계
1850,경기,7년미만,2020,04,50,기계
1851,경기,3년미만,2020,04,50,기계
1852,경기,5년미만,2020,04,120,기계
1853,경기,20년미만,2020,04,150,기계
1854,경기,1년미만,2020,04,50,기계
1855,경기,20년미만,2020,04,80,기계
1856,경기,7년미만,2020,04,80,기계
1857,경기,3년미만,2020,04,50,기계
1858,경기,10년미만,2020,04,70,금속
1859,경기,5년미만,2020,04,50,섬유
1860,경기,5년미만,2020,04,50,섬유
1861,경기,5년미만,2020,04,150,섬유
1862,경기,1년미만,2020,04,40,섬유
1863,경기,7년미만,2020,04,30,섬유
1864,경기,15년미만,2020,04,60,섬유
1865,경기,15년미만,2020,04,80,섬유
1866,경기,20년이상,2020,04,50,섬유
1867,경기,20년미만,2020,04,150,섬유
1868,경기,10년미만,2020,04,100,잡화
1869,경기,7년미만,2020,04,50,잡화
1870,경기,7년미만,2020,04,80,잡화
1871,경기,15년미만,2020,04,100,잡화
1872,경기,20년미만,2020,04,150,잡화
1873,경기,10년미만,2020,04,100,잡화
1874,경기,15년미만,2020,04,50,잡화
1875,경기,20년이상,2020,04,100,잡화
1876,경기,10년미만,2020,04,30,잡화
1877,경기,5년미만,2020,04,100,화공
1878,경기,7년미만,2020,04,50,화공
1879,경기,7년미만,2020,04,80,화공
1880,경기,5년미만,2020,04,50,화공
1881,경기,15년미만,2020,04,100,화공
1882,경기,20년이상,2020,04,100,화공
1883,경기,3년미만,2020,04,50,화공
1884,경기,1년미만,2020,04,30,화공
1885,경기,7년미만,2020,04,30,화공
1886,경기,10년미만,2020,04,30,화공
1887,경기,20년미만,2020,04,50,화공
1888,경기,10년미만,2020,04,30,화공
1889,경기,15년미만,2020,04,150,화공
1890,경기,20년이상,2020,04,300,화공
1891,경기,15년미만,2020,04,100,화공
1892,경기,7년미만,2020,04,50,화공
1893,경기,15년미만,2020,04,100,화공
1894,경기,5년미만,2020,04,50,화공
1895,경기,20년미만,2020,04,200,화공
1896,경기,15년미만,2020,04,50,화공
1897,경기,5년미만,2020,04,100,화공
1898,경기,7년미만,2020,04,300,화공
1899,경기,5년미만,2020,04,100,화공
1900,경기,20년이상,2020,04,150,화공
1901,경기,20년이상,2020,04,100,화공
1902,경기,15년미만,2020,04,150,식료
1903,경기,5년미만,2020,04,50,식료
1904,경기,3년미만,2020,04,50,식료
1905,경기,7년미만,2020,04,300,식료
1906,경기,10년미만,2020,04,60,식료
1907,경기,20년미만,2020,04,100,식료
1908,경기,15년미만,2020,04,50,식료
1909,경기,5년미만,2020,04,50,식료
1910,경기,10년미만,2020,04,150,식료
1911,경기,15년미만,2020,04,100,식료
1912,경기,5년미만,2020,04,50,식료
1913,경기,15년미만,2020,04,100,식료
1914,경기,5년미만,2020,04,30,식료
1915,경기,20년미만,2020,04,300,식료
1916,경기,15년미만,2020,04,150,식료
1917,경기,15년미만,2020,04,50,식료
1918,경기,15년미만,2020,04,100,식료
1919,경기,7년미만,2020,04,150,식료
1920,경기,3년미만,2020,04,50,식료
1921,경기,5년미만,2020,04,50,식료
1922,경기,7년미만,2020,04,50,금속
1923,경기,15년미만,2020,04,80,전자
1924,경기,7년미만,2020,04,150,전자
1925,경기,3년미만,2020,04,100,전자
1926,경기,20년미만,2020,04,300,전자
1927,경기,10년미만,2020,04,200,전자
1928,경기,7년미만,2020,04,100,전자
1929,경기,15년미만,2020,04,150,전자
1930,경기,20년이상,2020,04,150,전자
1931,경기,3년미만,2020,04,100,전자
1932,경기,5년미만,2020,04,50,전자
1933,경기,20년이상,2020,04,50,전자
1934,경기,3년미만,2020,04,50,전자
1935,경기,5년미만,2020,04,100,전자
1936,경기,7년미만,2020,04,50,전자
1937,경기,5년미만,2020,04,100,전자
1938,경기,7년미만,2020,04,200,전자
1939,경기,15년미만,2020,04,200,전자
1940,경기,20년미만,2020,04,150,전자
1941,경기,3년미만,2020,04,50,전자
1942,경기,20년이상,2020,04,100,전자
1943,경기,5년미만,2020,04,100,전자
1944,경기,5년미만,2020,04,100,전자
1945,경기,10년미만,2020,04,150,전자
1946,경기,7년미만,2020,04,50,전자
1947,경기,5년미만,2020,04,150,전자
1948,경기,5년미만,2020,04,50,전자
1949,경기,10년미만,2020,04,100,전자
1950,경기,20년이상,2020,04,100,전기
1951,경기,3년미만,2020,04,150,전기
1952,경기,3년미만,2020,04,150,전기
1953,경기,20년이상,2020,04,80,화공
1954,경기,3년미만,2020,04,100,화공
1955,경기,15년미만,2020,04,50,잡화
1956,경기,15년미만,2020,04,100,잡화
1957,경기,3년미만,2020,04,80,잡화
1958,경기,15년미만,2020,04,30,잡화
1959,경기,10년미만,2020,04,100,잡화
1960,경기,15년미만,2020,04,50,금속
1961,경기,3년미만,2020,04,30,금속
1962,경기,5년미만,2020,04,100,금속
1963,경기,20년이상,2020,04,100,금속
1964,경기,3년미만,2020,04,500,금속
1965,경기,5년미만,2020,04,50,금속
1966,경기,5년미만,2020,04,50,금속
1967,경기,20년이상,2020,04,100,금속
1968,경기,3년미만,2020,04,50,금속
1969,경기,10년미만,2020,04,50,금속
1970,경기,7년미만,2020,04,70,금속
1971,경기,10년미만,2020,04,100,금속
1972,경기,20년이상,2020,04,100,금속
1973,경기,7년미만,2020,04,200,금속
1974,경기,10년미만,2020,04,100,금속
1975,경기,7년미만,2020,04,50,금속
1976,경기,5년미만,2020,04,50,금속
1977,경기,5년미만,2020,04,50,금속
1978,경기,20년미만,2020,04,50,금속
1979,경기,7년미만,2020,04,100,금속
1980,경기,3년미만,2020,04,50,금속
1981,경기,10년미만,2020,04,150,금속
1982,경기,5년미만,2020,04,50,금속
1983,경기,3년미만,2020,04,200,금속
1984,경기,10년미만,2020,04,50,금속
1985,경기,15년미만,2020,04,150,금속
1986,경기,3년미만,2020,04,150,기타
1987,경기,1년미만,2020,04,250,기타
1988,경기,5년미만,2020,04,100,전기
1989,경기,10년미만,2020,04,100,전기
1990,경기,15년미만,2020,04,100,전기
1991,경기,10년미만,2020,04,100,전기
1992,경기,20년미만,2020,04,100,전기
1993,경기,15년미만,2020,04,150,전기
1994,경기,10년미만,2020,04,50,전기
1995,경기,7년미만,2020,04,70,전기
1996,경기,7년미만,2020,04,50,전기
1997,경기,7년미만,2020,04,100,전기
1998,경기,20년미만,2020,04,30,전기
1999,경기,7년미만,2020,04,80,전기
2000,경기,20년미만,2020,04,80,전기
2001,경기,20년미만,2020,04,100,전기
2002,경기,10년미만,2020,04,100,기계
2003,경기,15년미만,2020,04,150,기계
2004,경기,15년미만,2020,04,50,기계
2005,경기,3년미만,2020,04,50,기계
2006,경기,5년미만,2020,04,100,기계
2007,경기,20년미만,2020,04,70,기계
2008,경기,7년미만,2020,04,300,기계
2009,경기,20년미만,2020,04,100,기계
2010,경기,10년미만,2020,04,200,기계
2011,경기,10년미만,2020,04,80,기계
2012,경기,7년미만,2020,04,100,기계
2013,경기,15년미만,2020,04,50,기계
2014,경기,7년미만,2020,04,50,기계
2015,경기,15년미만,2020,04,100,기계
2016,경기,20년이상,2020,04,100,기계
2017,경기,5년미만,2020,04,50,기계
2018,경기,10년미만,2020,04,50,기계
2019,경기,20년이상,2020,04,50,기계
2020,경기,10년미만,2020,04,150,기계
2021,경기,10년미만,2020,04,50,유통
2022,경기,1년미만,2020,04,50,유통
2023,경기,20년미만,2020,04,150,유통
2024,경기,10년미만,2020,04,100,유통
2025,경기,3년미만,2020,04,200,유통
2026,경기,7년미만,2020,04,100,유통
2027,경기,5년미만,2020,04,150,유통
2028,경기,10년미만,2020,04,100,유통
2029,경기,20년미만,2020,04,300,유통
2030,경기,5년미만,2020,04,100,유통
